,BTG2,CCL5,CD69,CD99,CTSA,DUSP4,EMP3,FOS,FOSB,HLA-DRA,IL2RB,IL2RG,ISG15,MIF,NBEAL1,PTMS,PTPRCAP,REL,TNF
0,-0.00046677351329810733,-0.00747831603163703,-0.005082796860040024,-0.001339179481907251,-0.0004773498766915054,0.0006839112044957089,0.0011924307584979385,0.00035183984792659054,0.0,-0.00211190744040622,0.00045919868341712787,0.001705749021214389,0.0,0.0,-0.0007117431314799115,0.000892175242559497,0.001885784302761909,0.0,0.000741659255677948
1,0.007226665485145261,-0.12160354557497366,0.0,-0.036711518012736775,0.01767032693806189,0.006696514413390192,-0.004381582933044944,0.033486119121585216,0.016607371527463402,-0.0738644982486239,0.012580937378198015,0.018283358087554512,0.02814791853972248,-0.007353107033565211,-0.010477920594914621,0.047364031270040144,0.06703707864111236,0.014015614826893182,-0.022907463774557345
2,-0.0214529931937782,0.07768643666924248,-0.01889342854767359,0.004455622398082692,-0.0006750633381643247,-0.006280452179457139,-0.01827340810244761,-0.014660439904641293,-0.02621955231325514,0.015755558132653356,-0.027470644449180286,0.0066483261947415245,-0.019319555337518654,-0.00626543767011483,0.003914061291410002,-0.013367623374256381,-0.008638358018413464,0.0036271883895724055,0.007505208075158552
3,-0.0009254401941607658,0.02950392511605426,0.0019365774787633025,0.0050308411349666935,-0.0009952030481011373,-0.0052787722799995905,-0.0018445265403292535,0.0007001628810999233,0.0031340003428801328,0.004687022263556783,-0.004352734859289768,-0.0036280172944859607,-0.0054215344368733894,-0.0028398576275916894,-0.004462266317266242,-0.005605089198015099,-0.00781511502763112,-0.001466143148015962,-0.0061004642229912
4,0.0016653274741256713,-0.001984608761620419,0.0018065913748607715,0.0011425639846550867,-0.0010485370228222367,0.0,0.0026489164624920202,0.0,-0.00042867914956605004,0.00020318171588377433,-0.004385789145757149,0.0,0.0012363915158734007,0.0052777689029756495,-0.0015281657695147511,0.00037375986867120223,0.004604621324728468,0.0022228966836846213,-0.002370459653530183
5,-0.006049838152815074,0.03943059763557458,-0.020841229855525962,0.005996488939627909,-0.004119992263610487,-0.0016563876402906769,-0.002096740673557784,-0.017977754846785984,-0.0019206686079553288,0.009941670455391193,-0.006995480862327079,-0.006407918106216873,-0.007083563576910571,-0.005395177535739235,-0.0004018833381503658,-0.006136054946284088,-0.008963003891299913,0.0006446685485571729,0.004505716420588189
6,0.018715994453316287,0.19079761767383335,0.025267258334933,0.03269965804840029,-0.016765663591806056,-0.05100270186669581,-0.0008150571982012862,-0.035047361717639065,-0.02499835722821053,0.06052980564392856,-0.05893367451804449,-0.05190568747965804,-0.03665722916665623,-0.05248642233813451,0.012268796944857344,-0.046293715103550924,-0.0715604482323577,0.008871583954793788,-0.03238924645234642
7,0.0034592222426546105,0.09427502378423627,0.016204268606376155,0.006551500099114564,0.0023803319871530133,-0.007789889316445916,0.01031624749035145,-0.017923369384850542,-0.009571798096240038,-0.005057444582053265,0.0005001026210299485,-0.007694067240589906,0.004055198962908822,0.0022650913226194775,-0.0011838236990138126,-0.006537715746361299,-0.028960201594258536,0.0042695337617733725,-0.005985431596253532
8,0.010293325587364835,-0.02272914443842792,0.010250972615177269,-0.004660872104619275,0.013086358474978353,-0.011968349022178032,-0.009954414377939928,0.0009507076736493736,0.0029783153556916797,0.004963213351341584,-0.006232441320413607,-0.015640253893500634,-0.01164816330405334,0.00280171173166951,-0.012042096777622961,-0.003936898599402723,-0.010480452946413511,0.00836449647497442,-0.017984317213884937
9,0.0023690551375977727,-0.013756293496552406,0.00022174604418365683,-0.0027448374921120377,0.0,0.010963737820837576,0.007087270289653975,0.006556466105609507,0.005009555348786154,-0.008409423222240895,0.002493399430985998,0.006457692498513926,0.0077791969189150365,0.002583816928991961,0.007319465435019548,0.008078959457910102,0.016347581653094762,0.006534185531511569,-0.0027892032665635808
