,COTL1,MT2A
79,0.011621732935701679,0.01979265835589772
80,-0.03960338511384017,-0.08039380752174383
81,0.042041615518120745,0.3259188469468775
82,-0.6012611560908572,0.02928957455485448
83,0.04484494261807648,0.0828769806476014
84,0.05798799976931335,0.23270069909803204
85,-0.07869789902545424,-0.08000288461992186
86,-0.07294790776881281,0.05433222144356881
87,-0.07701523828707471,-0.011320923415665499
88,-0.006205313970626736,0.0188885265211719
89,-0.3237030496738198,-0.1409170429134438
90,-0.07721985979717999,-0.017640467706209167
91,-0.007080683262018227,-0.03930073166104894
92,0.026136768305259142,-0.19448100026134973
93,-0.00040828174989543387,0.009922809649678677
94,0.03983839017443261,-0.2808324910491382
95,0.1375369071728383,0.11106543857346887
96,-0.04196908458085918,-0.029626476631637373
97,0.026757825202644137,0.11229099990991576
98,-0.008765616503756513,0.013942083595760102
99,-0.03144480683927811,-0.021309303558619118
100,0.08404289921728506,-0.5134345532199481
101,0.12167434957384612,-0.23825505386201473
102,0.12497922383973067,0.23463298893531512
103,-0.1543577415834802,-0.18666494109911463
104,-0.06905725651181094,-0.15312887866204494
105,-0.11055180484309518,-0.13707761506208077
106,-0.0003503300551048749,-0.009325591301082237
107,0.009088965324825227,0.0027634158640389983
108,-0.02093071025962856,-0.42716710289023296
109,-0.018218535072378764,-0.1624866046874308
110,-0.15611297431864346,-0.038402512567890706
111,-0.08412581047062549,0.07041239357525236
112,-0.0035352178630325692,0.03188315486253712
113,-0.03886527815919454,-0.04160524129802775
114,0.06729921710809722,-0.18617223079613093
115,0.03010675384372874,0.046845582126515795
116,0.16340871494444426,0.20870435609552823
117,-0.007337866792605813,-0.3861270350099407
118,0.06620211393832598,0.07384129392893901
119,-0.0009466228023131129,0.03565679974762043
120,-0.00019309722426423537,-0.14971551643879494
121,-0.03718824994385764,-0.014238117811706745
122,-0.03865922622805968,-0.027037001406523535
123,0.20025532011781702,0.43596662767675454
124,-0.1641377536371751,-0.040477835521962546
125,-0.034022268642082,-0.11485762382661271
126,-0.05621911032055349,0.5667361676420851
127,0.04196332654704238,0.08393461414198522
128,-0.061013993679927686,-0.18244847152118512
129,0.006517051816089081,-0.020140170953848124
130,0.087215838684783,0.1444988949303474
131,0.06938863538466844,0.12428704543406155
132,-0.08405450667994838,-0.013515902190876783
133,0.005337840891408527,-0.05055348133269719
134,0.18410667444139187,0.43539016613859693
135,-0.007489805052382573,-0.15407131712644218
136,-0.023759785106706573,-0.020700871411031073
137,0.13876888612197416,0.3466307662493382
138,0.023065450241632368,0.05776088100208415
139,-0.11514235756865743,-0.03727444011881173
140,0.061852036525514534,-0.22633304697638185
141,-0.1376162695317657,-0.34247030819961793
142,0.004459445122139805,0.09140388632693064
143,-0.03360787731496153,-0.028271327882869436
144,-0.1960107713361886,0.06116730300891082
145,0.0020357507536482577,0.007906422529811219
146,-0.23123619346238766,0.12520312345213575
147,0.0046388643366728766,-0.004838014307549876
148,0.05159299376966375,0.059887910569562885
149,-0.11514023970683943,-0.11132643877151954
150,0.017904279073197624,-0.14514901225290888
151,-0.341289599822358,0.03946456439026552
152,-0.08097082464882097,-0.043633471325418643
153,0.0027106336538597064,-0.00139362871484483
154,-0.0659699697147959,-0.029420139505988693
155,0.03451392855445118,-0.02226542223239586
156,-0.7734468872026911,0.004747505710344102
157,-0.08396905823692422,-0.10444177876141561
158,0.011381539845551292,-0.11280524534954145
159,-0.0052625126038075565,0.03655389248725566
160,-0.27706648634446684,0.49419780636347177
161,0.051384470425996726,-0.4569881378217876
162,-0.06704213709306356,0.0028646878264423914
163,-0.08038106354717997,-0.04400557080122519
164,0.022634086221162808,0.025796577398033205
165,-0.15370839490943874,-0.3271002803961085
166,-0.19039346500655355,-0.023726903466746718
167,0.023871865731834918,-0.1992462073733143
168,-0.014823606985777282,0.03945068620684117
169,-0.043905813303881554,-0.052134805502401384
170,0.003613228024435826,0.011780850707617389
171,-0.06774373594400615,0.3265325332073187
172,-0.04818379457409061,0.050744865019279994
173,-0.04354982183670569,-0.040007304439461794
174,0.09876769894568632,0.6621358754961029
175,-0.01526685202681798,-0.011285460682547543
176,-0.20352057855252834,-0.2964178954297878
177,-0.11805289902929104,-0.03930012847860652
178,-0.21519613142809352,-0.035909796698445795
179,-0.014077619635618432,0.07796805366991116
180,-0.04654095505598825,-0.11408436025569686
181,-0.03938983327329744,-0.021134037252799415
182,-0.020638388233866378,-0.05071895368633089
183,-0.06621097553401536,-0.06846952288906125
184,-0.08801101248690986,-0.05335725031116938
185,-0.03437693868563222,-0.019173949921843597
186,-0.12684390712535012,-0.25813146772288986
187,0.007488006479004716,-0.006955811869390649
188,0.09173139437184935,0.17688491813932034
189,0.0845882309319766,-0.4686010542073427
190,-0.05304196560756178,-0.03489376824941364
191,-0.044334015577917975,-0.03000477603724932
192,0.020154375880871822,-0.023750304909914755
193,-0.7023664773859699,0.14903659689411353
194,0.07243962738635068,0.013374872516031977
195,-0.02109238463681959,-0.3796123514543983
196,0.03461886664961625,-0.3582726257257306
197,-0.01386084151184358,0.007956893362096096
198,-0.04244019567224126,-0.025447560249309872
199,0.21019480586038827,0.4533529270516793
200,-0.007109522881935337,0.09829701078026509
201,0.027483446598854655,-0.3422908897951028
202,0.0287167141592279,-0.16141079824421067
203,-0.08511890305447284,0.035545248517589945
204,0.02056989627468947,0.06157725811539566
205,0.002151483264816678,-0.00020662493914341828
206,-0.059073198159367395,0.02150921486532422
207,-0.43874907889729525,0.3197999824895358
208,0.002971641761777555,0.03896894921155136
209,-0.06176477693492029,-0.22611996120549055
210,-0.006873751292828301,0.009193340549728202
211,-0.05991904334475602,-0.026409767400526224
212,0.04743626608124826,-0.42461858552206533
213,0.004858326242097699,0.010215796586424575
214,-0.0021373446149875464,0.009017945879109923
215,-0.07245807537289362,0.20681227507971212
216,0.009140320549364145,-0.1276199856376728
217,-0.014649072193479211,-0.00801553841489374
218,-0.007423512389576059,-0.07746157897914308
219,-0.000401564969172874,0.005910180551662481
220,0.012888564992805662,0.020194667968879587
221,-0.05797785121774464,-0.08441529816441103
222,0.00972264889832758,0.02224470031864173
223,0.025404874894994656,-0.09895022674753184
224,0.0032940907660966023,0.3074782446717009
225,0.0405092209860185,0.08436934430886112
226,0.050975275254487584,0.08073299594802524
227,-0.13475815427132898,-0.5594448788833513
228,0.14104658109627774,-0.03293440215278559
229,-0.0017024721769708928,0.01620302102196297
230,-0.15357602535318549,-0.08851465094115632
231,-0.012699355960899009,-0.06230813567308592
232,0.10803694926735832,0.6984692915844067
233,-0.021583069476937937,-0.06237126058803342
234,-0.039846800219999645,-0.02574465304991895
235,0.021277260638212392,0.08084995373416232
236,-0.7121682456815612,-0.05170329983783872
237,0.005125952857513716,0.006938728402878902
238,-0.08701979258633774,-0.058163968211860484
239,-0.11079293984725844,-0.42195325673730233
240,0.11386427193555407,0.3736570323991062
241,0.01055273145125879,0.0129014543287308
242,0.026915779483661584,-0.3603561453826174
243,-0.05344921770110793,0.11009867009241991
244,0.04712801805512068,0.11949833217420847
245,-0.1400170707504211,-0.03640940169201631
246,0.23290052415300475,0.011236021144185787
247,0.007849250527884766,-0.015525963773787677
248,0.04015940871994933,-0.08697954464386998
249,-0.3563973410714315,0.07486207888919116
250,-0.13731318003556844,0.16039878056482687
251,0.01535628649516825,-0.23552492294732408
252,-0.20516158818311694,-0.13471283134783144
253,0.00464742896653586,-0.009873556344512313
254,-0.006950305245249144,0.006270532895741143
255,-0.05971209267684352,-0.3003620526039902
256,-0.03988271948118843,0.011406801155414759
257,-0.21857567588072974,-0.41485710654869695
258,-0.005932639691138791,-0.004989360132453743
259,0.007381163531830381,0.004780146937768626
260,0.00367937381068284,-0.14240789926090236
261,0.0009983359435419281,-0.0028712824626800915
262,-0.013775355670740064,-0.1328138028940699
263,0.047088835525281036,0.07517305604101371
264,0.04478503807579293,0.1761266897691537
265,-0.050793673968310804,-0.018145183350008004
266,0.19654339254432615,0.21542281491686496
267,0.016804460943964927,-0.022310961841577992
