,COTL1,MT2A
0,-0.006031401938826841,0.004059910846035464
1,0.11714425194290828,0.3379578905633696
2,-0.004157203528914841,-0.21487315336148644
3,-0.01859152607378755,-0.019738242625070734
4,0.02750629351924888,0.040449924435108364
5,-0.009608688514562468,-0.028091242653255577
6,0.0020829965866371314,-0.3632219645756232
7,-0.1624992270081456,-0.16417820693330085
8,-0.09083384734111878,-0.040058661716434754
9,0.1288228980368839,0.26002632043722024
10,0.04123508631540862,0.05736394481821849
11,-0.16889080314933422,-0.17687563201203158
12,0.035039919322274016,0.023572320210993758
13,-0.017536934122469094,-0.0592092563267988
14,-0.005717660559595397,-0.13691590678900445
15,0.25785182005925844,0.2428684889651298
16,-0.05729680699854042,-0.032639670582845406
17,-0.034814677998892284,-0.024673712107150525
18,-0.06252863867768388,0.007023297212252186
19,-0.26371874955487173,0.1676103896967252
20,-0.029571918197622928,-0.01822178202135094
21,0.08317934081265638,0.13612120276874323
22,0.003981605062697902,0.017876390503865414
23,-0.023364936738154596,0.06339367615672004
24,-0.1074599244625376,-0.003091621402338318
25,0.08679836587166206,0.12238673750465284
26,-0.2288697921829972,0.02591732155690296
27,-0.30250493610907003,-0.17748086446177663
28,-0.35226016410535094,-0.0040732072417471454
29,0.0767860255964471,0.22686276647928816
30,-0.08882709941599726,-0.04445815981448176
31,-0.01744399486793762,-0.007974689816113541
32,-0.008250645858111028,0.016331706955139025
33,0.015612752013015485,-0.031030494098499672
34,0.11846281156544741,-0.08636769539760478
35,-0.11758472956281169,0.02291341544905097
36,0.11449894638937586,-0.007744461261633417
37,0.04085527611948345,-0.26211773736664445
38,-0.42904422563894273,-0.0743962760615825
39,-0.13152114785616198,-0.010385840800350765
40,-0.07268559118660492,-0.038686980402112714
41,-0.015650374847461512,0.015123772092022036
42,-0.2532184957152868,-0.06436101577928116
43,0.006950134124701968,0.011054786881285306
44,0.1373058569826891,-0.23474370870365674
45,0.026890913132591787,0.015859268270119797
46,0.005474183856634118,0.013930670988570482
47,-0.3066384062130203,-0.20977669794883058
48,0.01869603612350207,-0.06755199915559634
49,0.015580473607261724,-0.04214758387678813
50,0.11440253607750145,0.040749493069839826
51,-0.009125421534057154,-0.0033002902071754235
52,-0.07796038709296398,-0.07445177949825092
53,-0.032189425483418355,-0.29960396878326595
54,-0.1212693599166787,0.03992078276377681
55,0.09974543238392736,-0.16106689294178067
56,0.02316690393526899,0.03755670241559994
57,-0.060952384534993,-0.04935161890958357
58,-0.029864944220575094,-0.025753663038151926
59,-0.14335911446875843,-0.43317843624485647
60,-0.13310088781918689,-0.07062554483675457
61,0.0012214086731640594,0.004961205211440223
62,0.09676885730694068,0.5970034820239021
63,0.06905563693335881,0.005181173696231722
64,0.016937464150905246,0.0724869096561851
65,0.1265673986351571,0.2895619573686008
66,-0.34387862571386046,-0.3582126125546588
67,-0.13776596208032546,-0.280968494677038
68,-0.20291516506093227,-0.11303185021070955
69,0.10979237988171303,0.15365717118309236
70,-0.04440537029606084,-0.27070151849618357
71,0.05826540991378942,-0.07915971723687666
72,0.04993834587901158,0.07124516462925323
73,-0.004994634731936287,0.01595986552855433
74,-0.027824900249327766,-0.28569222259707167
75,-0.012158062225451238,-0.00655742400284795
76,0.035572128576225465,-0.2488252690973253
77,-0.12659017785775545,0.007641794990833201
78,0.006737306610680373,-0.0882181244944227
